Av_Amp_min,Av_Amp_max,Av_Amp_pro,Ds_Pre_min,Ds_Pre_max,Ds_Pre_pro,Dr_Fre_min,Dr_Fre_max,Dr_Fre_pro,Int_Pre_min,Int_Pre_max,Int_Pre_pro,Int_Tmp_min,Int_Tmp_max,Int_Tmp_pro,Mo_Tmp_min,Mo_Tmp_max,Mo_Tmp_pro,Vib_min,Vib_max,Vib_pro,Pas_Cur_min,Pas_Cur_max,Pas_Cur_pro,Act_Cur_min,Act_Cur_max,Act_Cur_pro,Mot_Ld_min,Mot_Ld_max,Mot_Ld_pro,Zer_Cur_min,Zer_Cur_max,Zer_Cur_pro,Inp_Volt_min,Inp_Volt_max,Inp_Volt_pro,Out_vol_min,Out_vol_max,Out_vol_pro,VSD_min,VSD_max,VSD_pro,Time_Inic,Pozo,tipo_causa
21.55,22.15,21.973684210526315,,,,47.91499999999999,47.97,47.94753654970759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.3,122.21052631578952,121.221783625731,2022-10-01 00:00:00+00:00,Well-28,NIN
22.0,22.052631578947373,22.001425438596492,,,,47.91999999999999,47.977777777777774,47.9493404808317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,121.55,121.20043047433397,2022-10-02 00:00:00+00:00,Well-28,NIN
22.0,22.05,22.001388888888886,,,,47.92499999999999,47.975,47.94817738791423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.95,121.45,121.21216699155295,2022-10-03 00:00:00+00:00,Well-28,NIN
22.0,22.105263157894736,22.002850877192984,,,,47.91999999999999,47.975,47.94860380116958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.95,121.63157894736842,121.20043859649124,2022-10-04 00:00:00+00:00,Well-28,NIN
22.0,22.05,22.001388888888886,,,,47.92499999999999,47.97222222222221,47.945881376654725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.94444444444444,121.45,121.16270830288178,2022-10-05 00:00:00+00:00,Well-28,NIN
22.0,22.05,22.009027777777778,,,,47.92499999999999,47.98,47.946454272254705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.9,121.85,121.22707521117607,2022-10-06 00:00:00+00:00,Well-28,NIN
22.0,22.052631578947373,22.002119883040937,,,,47.91999999999999,47.97,47.948877923976596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.8,121.5,121.1240984405458,2022-10-07 00:00:00+00:00,Well-28,NIN
22.0,22.1,22.004897660818713,,,,47.91499999999999,47.96999999999999,47.94565789473683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.9,121.55,121.12130847953216,2022-10-08 00:00:00+00:00,Well-28,NIN
22.0,22.05,22.00347222222222,,,,47.92499999999999,47.98125,47.946690692724445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.95,121.5,121.1404355626266,2022-10-09 00:00:00+00:00,Well-28,NIN
22.0,22.15,22.01392543859649,,,,47.91499999999999,47.97368421052632,47.94787799086495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.94736842105264,121.7,121.21640747429576,2022-10-10 00:00:00+00:00,Well-28,NIN
22.0,22.052631578947373,22.00215643274854,,,,47.91499999999999,47.98,47.94708754712898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.92857142857144,121.5,121.1320765830699,2022-10-11 00:00:00+00:00,Well-28,NIN
21.4,22.125,21.948209601823187,,,,47.91999999999999,47.975,47.94732380293735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.05,122.625,120.97109151043459,2022-10-12 00:00:00+00:00,Well-28,NIN
22.0,22.1,22.00559210526316,,,,47.91999999999999,47.978947368421046,47.94736947215532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,122.45,121.5044848641211,2022-10-13 00:00:00+00:00,Well-28,NIN
22.0,22.1,22.01265025990903,,,,47.91999999999999,47.97,47.94846531838856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.05,122.0,121.4122807017544,2022-10-14 00:00:00+00:00,Well-28,NIN
22.0,22.105263157894736,22.010566926575695,,,,47.92105263157894,47.975,47.94707196231318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.1,121.8,121.47281107862247,2022-10-15 00:00:00+00:00,Well-28,NIN
