Av_Amp_min,Av_Amp_max,Av_Amp_pro,Ds_Pre_min,Ds_Pre_max,Ds_Pre_pro,Dr_Fre_min,Dr_Fre_max,Dr_Fre_pro,Int_Pre_min,Int_Pre_max,Int_Pre_pro,Int_Tmp_min,Int_Tmp_max,Int_Tmp_pro,Mo_Tmp_min,Mo_Tmp_max,Mo_Tmp_pro,Vib_min,Vib_max,Vib_pro,Pas_Cur_min,Pas_Cur_max,Pas_Cur_pro,Act_Cur_min,Act_Cur_max,Act_Cur_pro,Mot_Ld_min,Mot_Ld_max,Mot_Ld_pro,Zer_Cur_min,Zer_Cur_max,Zer_Cur_pro,Inp_Volt_min,Inp_Volt_max,Inp_Volt_pro,Out_vol_min,Out_vol_max,Out_vol_pro,VSD_min,VSD_max,VSD_pro,Time_Inic,Pozo,tipo_causa
40.5,40.8,40.647887323943664,4289.2,4293.8,4291.671830985915,41.8,41.8,41.800000000000004,2540.4,2541.0,2540.7126760563383,195.1,195.6,195.343661971831,222.4,223.0,222.61408450704224,0.1,0.2,0.15454545454545454,0.2739999999999999,0.311,0.28857746478873236,7.399,13.556,10.641535211267605,,,,,,,,,,,,,,,,2020-02-09 21:40:00+00:00,Well-4,NIN
40.2,45.3,40.69027777777777,4293.4,4403.4,4299.25,41.8,44.3,41.898611111111116,2532.9,2541.6,2540.865277777778,194.7,196.0,195.72916666666663,222.8,224.8,223.0402777777778,0.1,0.2,0.16944444444444443,0.266,0.332,0.28694444444444445,7.7029999999999985,14.13,11.426083333333333,,,,,,,,,,,,,,,,2020-02-10 21:40:00+00:00,Well-4,NIN
44.0,44.9,44.40416666666667,4391.9,4410.0,4403.004166666667,44.1,44.1,44.10000000000001,2533.2,2535.0,2534.331944444444,193.5,194.5,193.64861111111108,222.6,223.7,222.92499999999998,0.1,0.2,0.11805555555555555,0.292,0.344,0.3146805555555556,8.521,13.343,11.568458333333334,,,,,,,,,,,,,,,,2020-02-11 21:40:00+00:00,Well-4,NIN
44.0,46.3,45.589999999999996,4410.0,4465.7,4448.294285714286,44.1,45.0,44.768571428571434,2531.9,2535.0,2533.2114285714283,193.5,193.8,193.66285714285706,222.8,224.1,223.66000000000003,0.1,0.2,0.1628571428571428,0.295,0.352,0.3188285714285714,7.053999999999999,12.906,10.8438,,,,,,,,,,,,,,,,2020-02-12 21:40:00+00:00,Well-4,NIN
45.6,46.1,45.83673469387756,4465.6,4471.4,4468.569387755102,45.0,45.0,45.0,2533.1,2533.8,2533.420408163265,193.8,194.2,193.9387755102041,223.9,224.2,224.11632653061227,0.1,0.2,0.18571428571428567,0.308,0.341,0.3198367346938775,9.499,15.132,12.2795306122449,,,,,,,,,,,,,,,,2020-02-13 21:40:00+00:00,Well-4,NIN
45.5,47.7,46.00416666666667,4362.7,4452.7,4438.4430555555555,45.0,45.0,45.0,2525.7,2532.2,2530.4333333333334,187.7,192.9,191.6013888888889,216.3,223.5,222.52083333333334,0.1,0.2,0.14789426523297491,0.308,0.3389999999999999,0.3260138888888889,0.416,15.052,10.813666666666666,,,,,,,,,,,,,,,,2020-02-14 22:20:00+00:00,Well-4,NIN
45.0,45.6,45.21527777777778,4452.9,4467.8,4460.698611111112,45.0,45.0,45.0,2532.2,2533.8,2533.0430555555554,192.9,193.8,193.45972222222218,223.5,224.1,223.8166666666667,0.1,0.2,0.18888888888888888,0.302,0.337,0.3215694444444444,7.35,14.521,10.655125,,,,,,,,,,,,,,,,2020-02-15 22:20:00+00:00,Well-4,NIN
44.6,45.0,44.8138888888889,4468.0,4481.4,4474.802777777779,45.0,45.0,45.0,2533.7,2534.8,2534.2986111111113,193.8,194.4,194.16944444444448,224.1,224.4,224.22500000000002,0.1,0.3,0.14305555555555557,0.301,0.332,0.3164861111111111,7.117000000000001,14.476,11.031875000000001,,,,,,,,,,,,,,,,2020-02-16 22:20:00+00:00,Well-4,NIN
44.4,44.8,44.53888888888889,4481.6,4495.9,4488.856944444445,45.0,45.0,45.0,2534.6,2535.9,2535.2694444444446,194.4,194.9,194.65833333333336,224.4,224.8,224.58055555555552,0.1,0.2,0.12916666666666668,0.298,0.331,0.31466666666666665,8.458,14.39,11.76513888888889,,,,,,,,,,,,,,,,2020-02-17 22:20:00+00:00,Well-4,NIN
44.1,44.5,44.31197183098591,4496.3,4508.1,4502.154929577465,45.0,45.0,45.0,2535.7,2536.6,2536.1232394366193,194.9,195.4,195.1873239436619,224.6,225.3,224.9781690140845,0.1,0.2,0.1943661971830985,0.299,0.33,0.31454929577464796,8.9,13.827,11.167112676056336,,,,,,,,,,,,,,,,2020-02-18 22:20:00+00:00,Well-4,NIN
