Av_Amp_min,Av_Amp_max,Av_Amp_pro,Ds_Pre_min,Ds_Pre_max,Ds_Pre_pro,Dr_Fre_min,Dr_Fre_max,Dr_Fre_pro,Int_Pre_min,Int_Pre_max,Int_Pre_pro,Int_Tmp_min,Int_Tmp_max,Int_Tmp_pro,Mo_Tmp_min,Mo_Tmp_max,Mo_Tmp_pro,Vib_min,Vib_max,Vib_pro,Pas_Cur_min,Pas_Cur_max,Pas_Cur_pro,Act_Cur_min,Act_Cur_max,Act_Cur_pro,Mot_Ld_min,Mot_Ld_max,Mot_Ld_pro,Zer_Cur_min,Zer_Cur_max,Zer_Cur_pro,Inp_Volt_min,Inp_Volt_max,Inp_Volt_pro,Out_vol_min,Out_vol_max,Out_vol_pro,VSD_min,VSD_max,VSD_pro,Time_Inic,Pozo,tipo_causa
45.25,61.3,60.64011299435029,3935.5,4110.049999999998,3952.3508474576274,54.0,56.0,55.96610169491525,321.6,336.8,333.0406779661016,234.7,248.0,235.11864406779662,274.5,282.4,274.88135593220335,0.1,0.3,0.19067796610169488,0.207,0.3665,0.22679661016949149,0.198,4.1805,0.26783050847457635,,,,,,,,,,,,,,,,2020-03-25 00:00:00+00:00,Well-23,NIN
60.6,61.3,60.88196721311474,3952.2,3960.1,3956.2713114754106,56.0,56.0,56.0,335.3,338.0,336.7442622950819,234.7,234.9,234.84754098360656,274.8,275.5,275.1786885245902,0.1,0.3,0.20163934426229504,0.206,0.263,0.2318524590163934,0.198,0.211,0.20235245901639334,,,,,,,,,,,,,,,,2020-03-26 00:00:00+00:00,Well-23,NIN
60.9,61.7,61.3686440677966,3933.9,3955.7,3943.0694915254235,56.0,56.0,56.0,328.1,336.5,331.45508474576275,234.7,234.9,234.82542372881358,275.4,276.1,275.7220338983051,0.1,0.3,0.18983050847457622,0.213,0.26,0.23103389830508472,0.1989999999999999,0.207,0.2017966101694915,,,,,,,,,,,,,,,,2020-03-27 00:00:00+00:00,Well-23,NIN
61.0,61.8,61.4051724137931,3938.3,3973.1,3952.7112068965516,56.0,56.0,56.0,328.7,337.3,333.7224137931035,234.7,234.9,234.85000000000002,275.7,276.1,275.8137931034483,0.1,0.3,0.1836206896551724,0.204,0.25,0.22287068965517243,0.1969999999999999,0.206,0.20010344827586204,,,,,,,,,,,,,,,,2020-03-28 00:00:00+00:00,Well-23,NIN
61.2,61.8,61.43983050847458,3950.6,3964.7,3956.676553672316,56.0,56.0,56.0,336.2,344.4,339.8036723163842,234.7,234.9,234.8384180790961,275.9,276.1,275.93728813559323,0.1,0.3,0.19322033898305083,0.211,0.241,0.22345197740112996,0.198,0.2019999999999999,0.19966949152542374,,,,,,,,,,,,,,,,2020-03-29 00:00:00+00:00,Well-23,NIN
61.4,61.8,61.60234375,3956.3,3966.1,3959.159375,56.0,56.0,56.0,344.3,349.2,346.72369791666665,234.7,234.9,234.75416666666666,275.9,276.3,276.175,0.1,0.3,0.1953125,0.203,0.243,0.22180729166666668,0.198,0.204,0.19956770833333332,,,,,,,,,,,,,,,,2020-03-30 00:00:00+00:00,Well-23,NIN
61.5,62.1,61.77881355932204,3951.0,3960.5,3954.572881355932,56.0,56.0,56.0,348.0,353.3,350.14943502824855,234.7,234.7,234.70000000000005,276.1,276.6,276.30677966101695,0.1,0.3,0.19774011299435024,0.2019999999999999,0.245,0.22387005649717512,0.198,0.203,0.19975141242937852,,,,,,,,,,,,,,,,2020-03-31 00:00:00+00:00,Well-23,NIN
61.7,62.4,61.99516129032257,3951.1,3958.2,3954.5580645161294,56.0,56.0,56.0,353.1,358.2,355.60685483870975,234.7,234.7,234.70000000000007,276.4,276.6,276.4860215053763,0.1,0.3,0.1956989247311827,0.209,0.255,0.226252688172043,0.1989999999999999,0.208,0.20116532258064515,,,,,,,,,,,,,,,,2020-04-01 00:00:00+00:00,Well-23,NIN
61.9,62.4,62.172881355932205,3951.9,3959.0,3955.446610169491,56.0,56.0,56.0,358.5,363.45,360.7940677966102,234.5,234.7,234.6932203389831,276.6,276.8,276.67627118644066,0.1,0.3,0.19152542372881354,0.203,0.25,0.22629661016949149,0.198,0.206,0.20050847457627113,,,,,,,,,,,,,,,,2020-04-02 00:00:00+00:00,Well-23,NIN
62.1,62.6,62.297413793103445,3952.9,3960.8,3955.8896551724138,56.0,56.0,56.0,363.3,368.0,365.0474137931035,234.7,234.9,234.7137931034483,276.6,277.0,276.78275862068966,0.1,0.2,0.17672413793103448,0.1989999999999999,0.252,0.2262155172413793,0.198,0.208,0.20117241379310344,,,,,,,,,,,,,,,,2020-04-03 00:00:00+00:00,Well-23,NIN
