Av_Amp_min,Av_Amp_max,Av_Amp_pro,Ds_Pre_min,Ds_Pre_max,Ds_Pre_pro,Dr_Fre_min,Dr_Fre_max,Dr_Fre_pro,Int_Pre_min,Int_Pre_max,Int_Pre_pro,Int_Tmp_min,Int_Tmp_max,Int_Tmp_pro,Mo_Tmp_min,Mo_Tmp_max,Mo_Tmp_pro,Vib_min,Vib_max,Vib_pro,Pas_Cur_min,Pas_Cur_max,Pas_Cur_pro,Act_Cur_min,Act_Cur_max,Act_Cur_pro,Mot_Ld_min,Mot_Ld_max,Mot_Ld_pro,Zer_Cur_min,Zer_Cur_max,Zer_Cur_pro,Inp_Volt_min,Inp_Volt_max,Inp_Volt_pro,Out_vol_min,Out_vol_max,Out_vol_pro,VSD_min,VSD_max,VSD_pro,Time_Inic,Pozo,tipo_causa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-22 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-23 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-24 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-25 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-26 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-28 16:20:00+00:00,Well-48,NIN
,,,2539.6,2539.6,2539.6,,,,1546.6,1546.6,1546.6000000000004,243.0,243.0,243.0,244.4,244.4,244.40000000000003,0.2,0.2,0.19999999999999996,,,,0.87,0.8759999999999999,0.8700952380952381,,,,,,,,,,,,,,,,2020-04-29 16:20:00+00:00,Well-48,NIN
,,,2539.6,2539.6,2539.6,,,,1546.6,1546.6,1546.6,243.0,243.0,243.0,244.4,244.4,244.4,0.2,0.2,0.2,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-04-30 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-01 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-02 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-03 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-04 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-05 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-06 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-07 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-08 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-09 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.8699999999999998,,,,,,,,,,,,,,,,2020-05-10 16:20:00+00:00,Well-48,NIN
,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.87,,,,,,,,,,,,,,,,2020-05-11 16:20:00+00:00,Well-48,NIN
27.1,31.6,29.668965517241382,,,,44.5,56.42,52.312413793103445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-12 16:20:00+00:00,Well-48,NIN
