Time_Inic,Pozo,tipo_causa,Av_Amp_min,Av_Amp_max,Av_Amp_pro,Ds_Pre_min,Ds_Pre_max,Ds_Pre_pro,Dr_Fre_min,Dr_Fre_max,Dr_Fre_pro,Int_Pre_min,Int_Pre_max,Int_Pre_pro,Int_Tmp_min,Int_Tmp_max,Int_Tmp_pro,Mo_Tmp_min,Mo_Tmp_max,Mo_Tmp_pro,Vib_min,Vib_max,Vib_pro,Pas_Cur_min,Pas_Cur_max,Pas_Cur_pro,Act_Cur_min,Act_Cur_max,Act_Cur_pro,Mot_Ld_min,Mot_Ld_max,Mot_Ld_pro,Zer_Cur_min,Zer_Cur_max,Zer_Cur_pro,Inp_Volt_min,Inp_Volt_max,Inp_Volt_pro,Out_vol_min,Out_vol_max,Out_vol_pro,VSD_min,VSD_max,VSD_pro
2020-04-28 20:00:00+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.49206349206349,0.0,32.0,31.49206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-04-29 20:15:03+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-04-30 20:15:03+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-01 20:15:03+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-02 20:30:03+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-03 20:30:03+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-04 20:30:03+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-05 20:30:09+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,30.915254237288135,0.0,32.0,30.915254237288135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-06 20:45:03+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-07 20:45:03+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-08 23:20:00+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.466666666666665,0.0,32.0,31.466666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-10 00:15:09+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-11 00:30:03+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,2094.4,753.0688524590164,0.0,0.0,0.0,0.0,2088.0,750.7934426229508,0.0,241.2,105.18524590163935,0.0,242.4,105.63606557377047,0.0,0.2,0.03934426229508197,0.0,1.689,0.5994754098360655,0.0,0.439,0.15729508196721312,,,,,,,,,,,,,,,
2020-05-12 00:30:09+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,2081.9,1937.227868852459,0.0,0.0,0.0,0.0,2075.7,1931.4081967213115,0.0,240.1,223.19999999999996,0.0,241.3,224.37540983606567,0.0,0.2,0.10491803278688522,0.0,1.686,1.5424098360655736,0.0,0.4379999999999999,0.40404918032786885,,,,,,,,,,,,,,,
2020-05-13 00:30:11+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,2439.3,2229.4296875,0.0,0.0,0.0,0.0,2432.7,2224.1421875,0.0,246.0,238.5125,0.0,247.5,239.8171875,0.0,0.2,0.1203125,0.0,1.671,1.58975,0.0,0.434,0.423515625,,,,,,,,,,,,,,,
2020-05-14 01:15:04+00:00,Well-59,NIN,0.0,0.0,0.0,2183.5,2414.3,2287.3142857142857,0.0,0.0,0.0,2177.0,2407.8,2280.730357142857,241.5,242.2,241.85178571428568,243.0,243.7,243.21428571428572,0.0,0.2,0.09642857142857143,1.604,1.707,1.6575892857142858,0.428,0.4379999999999999,0.4310892857142857,,,,,,,,,,,,,,,
2020-05-15 01:30:07+00:00,Well-59,NIN,0.0,22.6,1.0365079365079366,0.0,4524.2,2238.8619047619045,0.0,49.0,2.2984126984126987,0.0,2175.8,2086.5539682539684,0.0,244.2,237.64920634920637,0.0,260.4,240.23174603174604,0.0,0.2,0.11269841269841269,0.0,1.726,1.6254920634920635,0.0,0.654,0.4352222222222222,,,,,,,,,,,,,,,
2020-05-16 02:00:13+00:00,Well-59,NIN,0.0,20.5,0.3360655737704918,0.0,3009.7,2102.2,0.0,35.3,0.5786885245901638,0.0,2115.0,2069.2622950819673,0.0,241.7,236.53114754098362,0.0,251.8,238.25901639344258,0.0,0.2,0.10983606557377047,0.0,1.651,1.5899180327868847,0.0,0.431,0.4226065573770491,,,,,,,,,,,,,,,
2020-05-17 02:00:14+00:00,Well-59,NIN,0.0,28.1,15.634920634920634,0.0,4662.1,3530.7063492063494,0.0,58.7,37.312539682539686,0.0,1982.9,1733.6952380952382,0.0,237.0,230.97301587301584,0.0,268.7,245.3365079365079,0.0,0.2,0.1428571428571428,0.0,1.702,1.465,0.0,0.446,0.4328730158730159,,,,,,,,,,,,,,,
2020-05-18 02:15:11+00:00,Well-59,NIN,18.5,20.1,19.384482758620692,0.0,4110.4,3820.613793103448,50.0,50.0,50.0,0.0,1434.5,1318.094827586207,0.0,233.6,216.2224137931034,0.0,252.1,233.51034482758618,0.0,0.3,0.15517241379310345,0.0,1.525,1.3398103448275862,0.0,0.447,0.41158620689655173,,,,,,,,,,,,,,,
2020-05-19 02:45:08+00:00,Well-59,NIN,18.1,19.9,19.0640625,0.0,4125.8,3987.7984375,50.0,50.0,50.0,0.0,1411.7,1365.553125,0.0,231.3,223.40468750000002,0.0,250.0,241.753125,0.0,0.2,0.175,0.0,1.501,1.416609375,0.0,0.444,0.4273125,,,,,,,,,,,,,,,
2020-05-20 03:15:09+00:00,Well-59,NIN,0.0,19.9,18.726666666666667,0.0,4153.7,3856.9816666666666,0.0,50.0,49.166666666666664,0.0,1407.1,1305.7283333333335,0.0,230.0,214.19333333333333,0.0,249.3,232.29000000000002,0.0,0.2,0.16999999999999998,0.0,1.5619999999999998,1.3806333333333332,0.0,0.449,0.41305,,,,,,,,,,,,,,,
2020-05-21 03:30:07+00:00,Well-59,NIN,0.0,20.9,18.759322033898304,4126.5,4180.9,4152.4152542372885,0.0,50.0,48.30508474576271,1392.8,1588.5,1455.3169491525425,228.6,229.1,228.76271186440675,248.2,250.3,248.84406779661023,0.1,0.2,0.17288135593220336,0.741,1.499,1.3685254237288138,0.441,0.4479999999999999,0.44293220338983064,,,,,,,,,,,,,,,
2020-05-22 03:37:22+00:00,Well-59,NIN,17.2,19.7,18.480555555555554,4134.5,4179.0,4158.252777777779,50.0,50.0,50.0,1418.7,1668.9,1565.0847222222224,228.9,229.6,229.26666666666668,248.0,250.3,249.2263888888889,0.1,0.2,0.1597222222222222,0.0,0.8059999999999999,0.2781944444444444,0.441,0.45,0.4435138888888889,,,,,,,,,,,,,,,
2020-05-23 03:37:24+00:00,Well-59,NIN,17.1,20.4,18.393055555555556,0.0,4169.3,4070.772222222222,50.0,50.0,50.0,0.0,1719.9,1623.0277777777778,0.0,229.8,226.46527777777777,0.0,250.3,246.81111111111113,0.0,0.3,0.2791666666666666,0.0,0.857,0.4150277777777778,0.0,0.445,0.43609722222222225,,,,,,,,,,,,,,,
2020-05-24 03:57:10+00:00,Well-59,NIN,0.0,33.4,16.67532467532468,0.0,4134.7,2160.5532467532466,0.0,55.0,36.58935064935065,0.0,2052.9,1163.2246753246752,0.0,278.6,160.66363636363636,0.0,278.4,169.15454545454546,0.0,0.3,0.18831168831168832,0.0,0.848,0.3991688311688312,0.0,0.818,0.2962597402597402,,,,,,,,,,,,,,,
2020-05-25 04:12:57+00:00,Well-59,FAI,0.0,31.6,14.193243243243243,0.0,0.0,0.0,0.0,56.98,25.966351351351353,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-26 04:16:54+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-27 04:36:40+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15.11111111111111,0.0,32.0,15.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-05-28 04:39:59+00:00,Well-59,NIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
