Time_Inic,Pozo,tipo_causa,Av_Amp_min,Av_Amp_max,Av_Amp_pro,Ds_Pre_min,Ds_Pre_max,Ds_Pre_pro,Dr_Fre_min,Dr_Fre_max,Dr_Fre_pro,Int_Pre_min,Int_Pre_max,Int_Pre_pro,Int_Tmp_min,Int_Tmp_max,Int_Tmp_pro,Mo_Tmp_min,Mo_Tmp_max,Mo_Tmp_pro,Vib_min,Vib_max,Vib_pro,Pas_Cur_min,Pas_Cur_max,Pas_Cur_pro,Act_Cur_min,Act_Cur_max,Act_Cur_pro,Mot_Ld_min,Mot_Ld_max,Mot_Ld_pro,Zer_Cur_min,Zer_Cur_max,Zer_Cur_pro,Inp_Volt_min,Inp_Volt_max,Inp_Volt_pro,Out_vol_min,Out_vol_max,Out_vol_pro,VSD_min,VSD_max,VSD_pro
2020-01-15 17:15:49+00:00,Well-55,NIN,76.0,77.0,76.36111111111111,3824.2,3939.2,3890.101388888889,51.1,51.3,51.236111111111114,553.0,566.1,560.2736111111111,224.2,224.2,224.20000000000002,296.6,297.7,297.2194444444445,100.0,200.0,151.38888888888889,492.0,525.0,507.09722222222223,429.0,436.0,431.72222222222223,,,,,,,,,,,,,,,
2020-01-16 17:28:58+00:00,Well-55,NIN,0.0,77.0,75.47222222222223,0.0,3950.1,3826.954166666667,0.0,51.4,50.52222222222222,0.0,563.9,549.7083333333334,0.0,224.2,221.0861111111111,0.0,297.9,293.06805555555553,0.0,200.0,144.44444444444446,0.0,528.0,499.56944444444446,0.0,437.0,425.625,,,,,,,,,,,,,,,
2020-01-17 17:28:58+00:00,Well-55,NIN,75.0,77.0,76.4,3822.2,3956.6,3888.76,51.1,51.4,51.23714285714287,547.8,566.0,557.8885714285714,224.2,224.2,224.20000000000007,296.6,297.9,297.1971428571429,100.0,200.0,161.42857142857142,491.0,525.0,505.9428571428571,430.0,436.0,431.5285714285714,,,,,,,,,,,,,,,
2020-01-18 17:45:37+00:00,Well-55,NIN,0.0,77.0,75.37142857142857,0.0,3936.3,3831.167142857143,0.0,51.4,50.50714285714286,0.0,563.9,550.9114285714286,0.0,224.2,220.99714285714296,0.0,297.7,293.0028571428572,0.0,200.0,160.0,0.0,526.0,499.4,0.0,437.0,425.5571428571429,,,,,,,,,,,,,,,
2020-01-19 17:45:37+00:00,Well-55,NIN,76.0,77.0,76.21126760563381,3824.1,3944.0,3898.329577464788,51.1,51.3,51.229577464788726,553.7,568.9,561.2070422535212,224.2,224.2,224.20000000000007,296.6,297.7,297.17183098591545,100.0,200.0,149.29577464788733,492.0,520.0,502.7464788732394,429.0,434.0,430.71830985915494,,,,,,,,,,,,,,,
2020-01-20 17:45:37+00:00,Well-55,NIN,76.0,77.0,76.05633802816901,3843.8,3938.5,3924.2295774647887,51.1,51.4,51.24084507042254,556.9,575.6,571.850704225352,224.2,224.2,224.20000000000007,296.8,297.5,297.012676056338,100.0,200.0,169.01408450704224,491.0,526.0,504.6619718309859,429.0,435.0,431.09859154929575,,,,,,,,,,,,,,,
2020-01-21 17:45:37+00:00,Well-55,NIN,76.0,76.0,76.0,3926.9,3936.3,3933.019444444444,51.1,51.3,51.231944444444444,573.1,578.7,577.0347222222223,224.2,224.2,224.20000000000002,296.8,297.1,296.98749999999995,100.0,200.0,152.77777777777777,489.0,527.0,506.6388888888889,429.0,437.0,432.06944444444446,,,,,,,,,,,,,,,
2020-01-22 17:45:37+00:00,Well-55,NIN,0.0,79.0,66.32394366197182,1196.3,4043.5,3589.656338028169,0.0,51.3,44.60000000000001,578.4,1216.2,693.2112676056338,222.8,225.5,224.030985915493,223.7,305.1,287.64084507042253,0.0,200.0,169.01408450704224,437.0,535.0,510.88732394366195,429.0,438.0,432.53521126760563,,,,,,,,,,,,,,,
2020-01-23 17:45:37+00:00,Well-55,NIN,74.0,77.0,75.98591549295774,3917.5,4038.7,3933.3535211267613,51.1,51.4,51.24788732394365,581.1,601.1,585.8112676056338,224.2,224.2,224.20000000000007,296.8,298.0,297.5394366197183,100.0,200.0,171.83098591549296,486.0,517.0,503.2957746478873,429.0,435.0,430.90140845070425,,,,,,,,,,,,,,,
2020-01-24 17:45:38+00:00,Well-55,NIN,74.0,76.0,75.97260273972603,3930.1,4045.1,3937.091780821918,51.1,51.4,51.23561643835616,580.9,594.8,582.9589041095891,224.2,224.2,224.20000000000002,297.1,297.7,297.44520547945206,100.0,300.0,165.75342465753425,489.0,529.0,504.45205479452056,429.0,437.0,431.4657534246575,,,,,,,,,,,,,,,
